@relation highdim-proclus-generator
@attribute att-1 numeric
@attribute att-2 numeric
@attribute att-3 numeric
@attribute att-4 numeric
@attribute class {-1.0,1.0,2.0,3.0}
@data
71.7109661323,84.8449886953,25.9041150837,80.8228014475,2.0
81.6776367639,81.0299833858,19.9814194612,19.1233331869,2.0
79.3265803682,85.7406341403,29.2204711698,89.9831193441,2.0
36.8855442257,43.3787204229,86.6971030818,75.6284040656,3.0
33.9737074418,51.1118252212,26.3930128975,81.4426532347,3.0
9.87154330285,105.902567984,51.5553440775,94.5908475402,1.0
35.0687009921,51.0346060826,92.6143098959,78.5703026426,3.0
65.084684604,77.7510491662,27.8370007214,4.43448430665,2.0
64.9499906,99.4070202284,47.9026852226,95.4148005906,1.0
46.7718016316,101.037427096,47.8916634075,93.5574822615,1.0
74.8790075392,97.0417227704,44.9497818054,90.6008941344,1.0
80.4910478319,79.6242171008,20.6318568694,72.8291153941,2.0
76.6831100811,81.5983607285,27.4459433334,54.3347041008,2.0
53.6547900304,101.642646944,46.3935034389,99.3308422405,1.0
70.9947959446,81.5564380871,25.6055047448,97.1313951757,2.0
72.5808847646,86.0532198061,22.6057963521,94.5331341219,2.0
34.9854352676,99.1760457442,50.3171462298,94.1394416474,1.0
37.7773734408,91.3381912577,77.0057643875,78.0739413148,3.0
40.270049873,100.17528229,51.5724215605,93.97757052,1.0
74.4163733943,86.8046110815,17.4757483522,8.91139853078,2.0
72.4090940126,80.40107603,27.8729869985,20.8150045053,2.0
7.91344176707,97.8309478935,46.3371582139,93.9007063599,1.0
94.1064125991,99.8525248045,42.2839562121,93.0873650445,1.0
81.2282130815,102.321646504,54.4584297914,94.7845311829,1.0
39.732373007,47.3140067278,4.72748793272,78.4367033914,3.0
35.9341582848,97.4711127144,81.4498904316,75.3635774918,3.0
40.758466667,79.2539599908,97.4795248731,77.0820927249,3.0
33.2075157478,95.0199217374,73.30083067,81.8436382758,3.0
74.9359967728,77.1848920725,26.4648364388,38.3333787245,2.0
36.4817677892,0.509576011583,95.2765655238,79.5839629454,3.0
36.1163500963,25.031256283,30.289242373,75.8702250534,3.0
35.5904546485,11.022994958,32.1125845783,80.0145409986,3.0
35.2716441388,26.2988381698,63.1110542399,80.4523994105,3.0
71.5991593024,84.6610710077,26.4997594604,33.1383596829,2.0
71.4696188782,77.1204783654,24.132038516,70.9620741205,2.0
15.8888616525,94.678684918,44.3279945931,95.3629988581,1.0
98.53998717,98.4318876421,45.2772324907,93.5884146452,1.0
53.098638429,98.7926554304,46.0591437892,93.7938796624,1.0
6.64972683128,93.2475896584,52.6711057116,90.7432825497,1.0
42.2047346044,93.9265522016,46.7981484887,91.5045917444,1.0
23.6569990813,103.68474721,44.2204227258,91.9171703237,1.0
68.9815085435,84.6408800248,22.3133009017,75.8206999822,2.0
35.7372709392,47.5882073555,5.33503053208,80.9518740634,3.0
76.0115673284,79.8563085858,25.1299317647,47.0994047508,2.0
36.4769096533,19.7675751046,20.5379246977,75.781244199,3.0
94.3345941555,99.0427121466,47.4577436849,98.339215572,1.0
39.0805362512,24.8192664217,60.3315423069,74.6232214059,3.0
18.3145662455,101.537999044,41.987873162,91.0804790087,1.0
38.8211947793,36.9180301719,11.049686342,80.258914769,3.0
72.7178098201,84.5830947799,21.2162266932,36.8774800066,2.0
28.1011975385,95.4988286492,48.1012074425,93.2799696785,1.0
5.61455994595,104.927029588,45.1816879228,96.1252246039,1.0
36.9474612342,77.2971088806,81.7090770855,77.0072547647,3.0
90.3163657739,99.5015653128,50.5831128967,94.8657426197,1.0
50.9510388537,97.9642378205,53.343536002,100.16102152,1.0
34.9988133188,30.5766617025,31.4986752805,77.2424659303,3.0
80.8237269443,87.4439982677,16.2630884151,56.2088094331,2.0
40.076611986,63.7499174414,51.627704233,76.4982939734,3.0
15.8989048635,101.260322544,48.4589361651,94.2194214196,1.0
13.8224717939,99.1295465879,53.0210834582,95.3682018479,1.0
58.4611202006,96.8203049422,45.7187900587,91.3802439505,1.0
81.4956141512,99.7375503088,47.135533117,95.5181405821,1.0
35.5428876653,98.3212143394,25.8824987522,73.5773235788,3.0
21.8811997867,98.718941344,48.221670466,91.7536072767,1.0
37.5471877594,98.8506018666,48.6556810727,94.4042264046,1.0
70.5191075139,87.0161221159,24.8873971317,16.0883368025,2.0
68.9225074411,99.2465522886,50.0955151325,92.0386004914,1.0
64.4247920495,104.574711393,43.9175964928,93.6830133028,1.0
33.7140136016,90.8599115465,44.8310587287,22.3297719782,-1.0
94.4827473973,93.1776436257,48.7670658328,95.0568490736,1.0
67.9289761988,100.829939069,49.3753705966,94.352039443,1.0
69.3014536477,82.8069142644,32.7348444461,97.2588376224,2.0
40.2547319889,96.2295804111,80.0093916624,78.2111619915,3.0
76.153073047,85.8249099698,25.041591739,18.8560706621,2.0
53.7039443248,27.9973601749,26.1718446798,40.9103059614,-1.0
16.6203692206,97.7535118676,41.5842592456,94.2628074648,1.0
52.743778996,100.210585401,45.6969583929,94.7799472594,1.0
35.5458100899,53.7876519994,30.1975513596,79.7259243175,3.0
79.0244560121,81.2297276842,21.1438171919,1.51682629854,2.0
23.4887408991,100.489368547,42.3378487854,91.4569124553,1.0
72.5425814479,83.5335787631,21.7941452762,16.8724704154,2.0
80.532332023,100.825119493,44.5693952246,92.7280489738,1.0
78.3088323336,81.532979043,31.9621514512,3.75355146597,2.0
34.5334032874,34.2454240083,63.7960045988,79.8561834609,3.0
70.7081736737,97.6480121154,49.3541435024,97.3550106134,1.0
29.3024792154,104.729450032,47.6701800086,92.6409432318,1.0
77.1866961338,93.2679138884,57.3957740665,98.5070034002,1.0
38.1249759563,8.90577742812,77.3260027221,78.0911875703,3.0
75.0227035672,88.5337066236,19.9963529898,32.0782773311,2.0
35.5837572322,68.6783865108,98.4070705675,76.5970480334,3.0
41.2146371306,41.2479108118,75.3305451369,76.6872935489,3.0
82.6584004057,81.7805266371,28.7058427528,53.410756973,2.0
37.0391220307,30.2038690863,3.91835147552,75.881741243,3.0
39.0236971431,53.9399667931,3.56193656789,73.8825121352,3.0
35.6489583642,54.4974546114,24.9573778458,79.7703534883,3.0
36.1384438446,72.9080945848,67.5950164995,76.0535501206,3.0
36.3474842775,92.9416174099,91.0898470841,76.8738243902,3.0
60.3261966941,97.1541793201,47.4931483052,92.6843477354,1.0
74.3841296967,100.357842253,52.4280143891,93.4565253799,1.0
71.6501265004,89.8368947621,17.301356071,14.9690454222,2.0
75.1424709837,82.1175552555,27.8621760295,98.0411288072,2.0
66.0692938735,87.0037087552,22.7560143143,94.0471402782,2.0
3.90049152393,4.52728622588,86.3151248656,58.0178950031,-1.0
25.0084942022,104.508884796,47.9398186834,92.7974956811,1.0
40.9147346677,73.0796764104,35.9852380454,73.8632835838,3.0
34.8863966728,26.7200541668,47.2095445094,76.5813824892,3.0
79.3294577537,91.1034945396,24.9027463454,79.5228240522,2.0
46.55643234,100.622633155,52.9410894196,93.1884125165,1.0
34.9460628846,97.4872566116,46.7723696168,93.8726125528,1.0
52.9863699953,102.995279495,50.7124482805,93.2011924798,1.0
11.7485674744,31.3933811915,91.8989880208,18.6872615514,-1.0
73.9104551907,102.168982848,47.670956897,92.0765844135,1.0
3.6604887073,101.351743048,47.9532786129,96.8983594721,1.0
78.3780641844,79.8219089834,23.4751811332,31.6352148112,2.0
71.8002885683,95.2993176325,28.5518454626,83.3674884097,2.0
74.5102924117,82.104642324,26.6087005178,52.4555249742,2.0
79.8249925858,82.2690584964,22.7701937269,55.6354369738,2.0
2.19311353081,75.0330222532,29.1400143815,3.10871373608,-1.0
61.258452455,98.5077815088,45.0258365397,96.5118057393,1.0
73.1338845985,79.2459082593,21.8986254257,37.6696979534,2.0
73.6734585609,86.3120857223,22.6851073129,71.1487596128,2.0
66.0036802851,84.8101355219,21.6390733331,84.6814783095,2.0
82.865885663,81.250573008,28.7025429418,98.2848384387,2.0
75.3896558165,94.582880025,47.9419369904,93.7736019456,1.0
34.516630655,27.8025842594,12.3152687942,78.5656932379,3.0
80.2839244271,78.2731130938,27.263558272,80.9460095254,2.0
80.7536173316,86.6553149602,21.9665867361,31.1552844587,2.0
71.1386484509,87.2674890253,21.4736609267,5.50714225483,2.0
77.9626349479,84.0401930163,26.449580255,79.6440564104,2.0
17.4040791566,96.2228156495,49.055593118,86.7294784613,1.0
67.0251719896,81.0872197735,25.3471788027,14.1471190373,2.0
35.6692506272,69.9839819738,43.9213217246,71.9792152345,3.0
76.2056588392,84.1375876571,23.1158640294,35.9210078236,2.0
87.8965175939,96.2602980681,48.6262676321,98.2597224209,1.0
37.7603951823,2.80501404216,56.5743578272,78.4704203913,3.0
84.1381270659,96.7860870972,49.9750382831,96.2459211803,1.0
26.0153952577,100.670870766,44.1370796105,94.3945565158,1.0
15.0447535684,102.903443985,44.8084444687,92.2544656778,1.0
79.8484002151,86.4219894102,26.1231472004,53.8490580368,2.0
48.8627918936,95.8187407794,45.057407649,95.5104044273,1.0
19.466034295,92.8670462666,47.707405133,91.0858614404,1.0
78.9343361801,80.270973872,19.9469145457,80.3294151388,2.0
36.2981902019,4.69846621721,30.1701570159,79.5644476364,3.0
7.48596658126,101.159906703,48.7455870083,94.5235324612,1.0
79.826775796,98.3762987703,46.7907115468,92.5561004756,1.0
12.3318688681,105.712660534,51.2947978048,100.344481173,1.0
71.1904681784,86.7063837402,26.5841716893,18.153168735,2.0
63.5317839115,94.6789873869,50.6244510411,96.5034585631,1.0
38.1605131664,38.3133329019,1.70784584117,77.0081677973,3.0
66.7208314885,95.6344110055,45.2642665243,96.4776290776,1.0
48.894197348,100.214344665,41.4256078969,89.0993436065,1.0
77.4844467597,78.7967434279,20.9600527306,48.1572884086,2.0
39.184059284,24.4797276362,34.2142800649,74.2577067523,3.0
39.5124595998,72.5801454274,87.1053327986,77.6647775984,3.0
41.2696900005,3.5106924627,3.7698342427,68.7802045382,3.0
77.6355396834,81.6796773507,17.3488403348,99.5836590821,2.0
19.6722538723,103.014920059,48.783421675,95.041173266,1.0
73.2588035285,97.7794254237,46.585611539,96.3071146694,1.0
73.8904677883,86.7717537273,19.226955164,85.6415794746,2.0
60.2263892944,46.5922076896,35.8227790861,59.0724909718,-1.0
58.9282387193,101.249840325,49.4044235552,97.2454474757,1.0
79.8126319807,82.9280538672,20.311072191,46.4616362436,2.0
41.7611775863,98.7149964199,50.276575393,95.6524709839,1.0
46.4774893286,96.8769800761,54.803583392,93.7947718567,1.0
71.7621049799,81.5786183451,27.5746035791,16.4083720569,2.0
43.335016336,46.7416693589,16.1258228578,79.6884026872,3.0
73.6495338631,85.648675987,25.4448256063,88.8558734088,2.0
98.8611177016,100.547467289,51.7229433575,94.6174648621,1.0
72.7611060275,87.0430915044,22.1778121837,43.2393519787,2.0
74.2016469563,84.5251208861,24.1816938252,88.0688256432,2.0
72.345417819,85.511965091,23.0041496854,44.0968946928,2.0
40.6364684754,47.7178075874,50.4161763233,77.9407820161,3.0
81.2513996794,82.3325310101,27.4018260786,66.2127799539,2.0
39.6973786304,51.0609850397,22.3966298729,77.8738502343,3.0
35.5997367401,96.4374208074,8.76127725976,75.6522748073,3.0
74.517232862,89.4790925097,26.4687114552,95.4464794376,2.0
16.013938996,101.958284481,44.2300118358,93.6252100595,1.0
42.419049486,32.6823890447,69.5588379259,77.1825061463,3.0
34.0948823418,77.6172009176,54.9228918703,78.9885436246,3.0
57.5779669823,97.2428263473,46.4343901768,96.7667288287,1.0
37.6089167847,79.5848238566,46.1555328902,76.6285696881,3.0
53.9273498155,95.3944313717,85.5762805129,84.0061406678,-1.0
75.306274059,101.48447187,46.8360683223,92.0060922619,1.0
16.2836191213,96.2842131907,45.9469326855,94.1376461389,1.0
39.0540823973,11.9702292107,63.6157683566,81.2267626029,3.0
73.4947871072,85.6452521268,22.3001249652,19.7639126688,2.0
34.8787386973,27.9123584802,2.26610249448,77.4149544,3.0
74.4210258839,77.4978870279,19.6820805085,12.5854615439,2.0
38.7584859125,50.1001244002,7.26907305874,75.3949738798,3.0
9.6711190752,101.80170128,47.1094013977,90.7438017801,1.0
99.9892426677,98.9068150364,46.1555995043,94.3789389604,1.0
69.1404555915,80.7404359078,22.6380682097,27.5897216831,2.0
84.7461747195,82.9077867172,23.1939219907,53.2998451874,2.0
46.3162387925,43.659490016,7.85869217501,3.47178308226,-1.0
88.3147416455,98.6719614295,48.302441303,93.3688102358,1.0
74.1889531045,84.9593603615,25.2982818714,52.3944591344,2.0
47.3853981217,102.320711616,48.5079206438,91.8905239573,1.0
38.4583936466,37.3235725343,41.3490412427,75.2276816358,3.0
27.8644965114,101.943083788,52.5361253507,94.8158606273,1.0
38.4349463964,57.3089893605,36.6940367284,75.7430256192,3.0
25.3623936524,96.5148725509,48.3562186265,93.8030358855,1.0
38.9045427548,53.9002629587,50.8178818541,77.4969259639,3.0
39.1891683098,102.131634513,45.661982201,92.7390142122,1.0
38.3891790227,68.7924396405,81.0015076453,75.6063859851,3.0
36.6384984172,49.8535563537,40.300085908,76.0615744106,3.0
57.3580065491,99.649328178,46.5674786799,96.7089084264,1.0
37.4974061413,62.6724285559,83.0557365259,73.1628601609,3.0
78.8175259192,86.412824323,27.1268607203,34.8086371912,2.0
39.2967490202,89.0509910035,80.6283194437,74.7741413144,3.0
34.7775891176,2.44583662691,20.538649504,80.5293178253,3.0
4.42487332953,102.348447027,45.7564455786,95.5822678597,1.0
89.4304364877,58.8358752985,10.1824985892,71.5056067366,-1.0
75.3870137368,83.2761825087,24.5846648896,82.4023687099,2.0
37.8796708544,69.496700065,99.6291289725,78.5988813456,3.0
38.6776356877,74.1690423362,52.2767453675,77.7131086678,3.0
37.3446607411,98.1065730733,51.8644816754,76.914968194,3.0
71.9168424758,77.8594747424,21.5706432571,67.2526059454,2.0
74.4747378242,81.3203643582,28.7636204719,75.8098799922,2.0
6.29895144622,96.9644565402,45.2906029166,96.6966103193,1.0
79.2756547814,83.2420702782,27.0074780617,77.4466047448,2.0
2.23942236294,100.298209326,47.5838540809,91.8234687314,1.0
1.03453256361,99.8793744169,48.7831966654,92.6596312354,1.0
76.8727681869,88.0679266868,23.4243981848,40.9982098626,2.0
78.9947013918,84.8448174125,27.2543213561,89.7816017638,2.0
36.0723097598,64.9619230879,29.9819355909,77.2896583449,3.0
75.8315322462,84.9938977606,22.2691858511,68.510553505,2.0
77.8155043023,82.7310334256,24.6779560069,50.8693937478,2.0
82.6331749624,95.7662093161,44.4406950448,97.650172859,1.0
39.2067556456,93.5666432442,49.9930977134,78.4911406549,3.0
98.8439626965,98.6331883983,43.8372289866,94.5985830762,1.0
70.7858983589,85.3945131355,26.7754105463,29.6382023782,2.0
67.4813317188,87.9018927198,23.0393647446,65.0781888775,2.0
37.3745747512,38.7077556182,45.8974612994,75.9988691522,3.0
36.4346042809,38.545932953,12.0270649013,81.929967908,3.0
76.3846253086,81.5302816135,27.1147115623,0.920825946633,2.0
74.2979935913,79.7420161015,27.1683802158,35.4585952466,2.0
89.375917516,97.676322881,50.0106545814,91.6400984587,1.0
82.2792718147,84.8787628442,26.5840474654,51.9710781921,2.0
67.1564801775,87.1756137393,25.5668528076,78.5961809642,2.0
86.5798970123,99.5729722262,50.8835531089,94.1194987292,1.0
75.6377567073,90.218842223,24.0246051532,88.9851056237,2.0
71.3132784067,85.0131192816,26.9491225965,80.7877360024,2.0
72.5429927942,81.880955738,31.5743667625,33.7158860932,2.0
55.4997756758,100.408347987,43.5940152238,92.1360948905,1.0
81.0368771244,76.8996045977,22.9782512486,78.7889443668,2.0
36.7436454271,99.1103394213,93.7768574932,79.3072470653,3.0
38.338366745,24.9136529471,79.2481891026,81.739486438,3.0
70.9579833412,99.5389149813,43.8560244241,94.5967342913,1.0
77.208633821,84.5172922769,20.7206742888,20.8674042577,2.0
38.5053349091,84.1469136184,68.7733805093,78.0215409195,3.0
13.7310051864,104.74034547,53.1025535865,94.5980882329,1.0
71.1386254942,84.7400825699,23.6595305522,66.7800390987,2.0
7.72576440154,36.5949935499,57.6751069829,48.2925876014,-1.0
54.5474111519,98.4597987003,49.2626962702,92.9303609017,1.0
71.1569004569,82.3293118625,22.2826359608,88.272577517,2.0
66.8937518563,84.8984000629,20.3199244024,27.5476266559,2.0
72.3458254208,82.2495048007,28.8535794902,60.8938845408,2.0
33.6067239147,53.2646649809,28.4888280882,72.062638318,3.0
36.5715252597,49.2223802989,91.7658963344,75.4465465774,3.0
81.4727395136,100.768989142,44.7699016578,94.5902645158,1.0
71.2504309291,82.6181004252,24.2763699778,8.90998527874,2.0
11.0150648759,58.2116348383,55.9615747109,74.3848492245,-1.0
37.3375139821,4.91308781249,55.6441885376,75.085880611,3.0
75.2346980966,86.7434073789,22.3354153188,33.7439399077,2.0
6.99372000871,94.5832863675,51.3308106511,92.2907919947,1.0
34.8089317994,55.3098637587,6.60836838315,74.9049168014,3.0
82.4268685899,95.0779303414,20.7354506789,8.57161332306,2.0
40.5707108203,7.55240313338,94.2915807013,82.4831285207,3.0
39.1323834299,96.7812508008,37.7851567056,78.9806744282,3.0
16.0077413534,96.7733743194,49.5513261364,95.3515688371,1.0
77.5371511853,83.2656468501,24.462094124,43.983313193,2.0
72.0316383321,87.6361243562,16.8797996109,97.9913318947,2.0
95.8698135374,96.8892254845,49.1173796179,88.7740193205,1.0
75.7279725404,74.6811016717,24.3543127556,17.0082291261,2.0
36.1822462913,18.5999319818,50.8601205553,75.1794067638,3.0
40.3966606966,14.7041548237,80.004740005,79.1443736173,3.0
71.3043099744,83.358490354,65.4152433999,20.2083675553,-1.0
75.6644340479,102.665416757,47.4749351324,89.2655433077,1.0
33.2401079667,54.0100417382,87.2301221622,74.1096336738,3.0
38.4598651803,75.7833870348,62.3707614154,77.3186336964,3.0
37.6022944932,92.8150524143,16.001542355,76.4647290852,3.0
39.6490267554,99.6661668008,46.7343792275,93.9217625363,1.0
40.4334598452,99.1133083956,47.3731342912,91.6583692772,1.0
65.4910850099,95.5418971107,44.9183555824,90.8900611947,1.0
78.922931968,84.5873874663,21.4775074939,87.5853089102,2.0
82.44843076,84.3186196773,20.2364037042,55.5479974813,2.0
70.557060819,77.0765067519,25.6196595236,38.7922402453,2.0
66.208252505,88.0512482321,23.9664078799,58.3627751532,2.0
47.4424589983,98.7189662222,44.3784059601,93.9467258351,1.0
72.029537018,85.9602991944,18.800641792,78.8566426749,2.0
12.2117298025,97.5393422156,43.151027632,93.7192132442,1.0
75.3020141726,79.6899965121,24.1081923937,65.535174008,2.0
73.1957137765,80.0171872377,22.2263575438,28.8398398254,2.0
71.0209330264,87.6659486726,21.9137729212,27.1916527143,2.0
0.99795638563,101.605046699,41.7380746381,93.3978523787,1.0
71.3451346985,78.5047197318,28.2201522128,46.5251383831,2.0
63.6971485644,97.7676111275,46.2948775931,95.4192325951,1.0
38.9747979095,94.8785719537,97.8017840526,78.9027939127,3.0
35.260505772,68.1092502512,68.8952775613,75.6907518796,3.0
3.96721598961,99.704707166,45.8436068953,93.5975737735,1.0
73.8002792661,81.4842526674,24.2078304478,36.7530211451,2.0
41.9230783948,100.310991676,48.5702764701,90.6814647827,1.0
82.1715590711,83.4583512752,21.4361106508,96.0636350714,2.0
7.87126442938,99.4867163425,47.5839154113,95.4269921464,1.0
0.483916097212,97.835039957,47.0224414757,98.2603502986,1.0
8.53278349213,100.327158132,47.8422358425,97.1411536572,1.0
38.9890879798,55.6481925472,98.6371780432,79.2603930797,3.0
17.8274698892,32.6238264261,38.9593943027,10.8870839812,-1.0
70.1156825574,101.510189306,48.9342731002,94.080857554,1.0
36.6893268441,53.1726127518,38.1932614544,74.8312546489,3.0
25.3442163152,102.821038197,46.7230541358,101.948017457,1.0
73.6743260636,98.2240123923,45.1036219048,94.0451562315,1.0
76.130297594,83.8737365595,25.2028511442,62.8496469773,2.0
70.2747546637,82.7314143061,22.865205569,76.6182321795,2.0
36.5236495065,60.0043045369,13.270725596,75.1846055927,3.0
76.2499340106,83.9548047526,24.1554511116,99.837505653,2.0
78.1555850213,83.8358848538,21.9134299352,96.462261873,2.0
36.9101689716,22.1392208377,46.418973392,76.5711823807,3.0
81.9053703297,86.9810207385,23.1602515126,37.0903466875,2.0
75.1455614991,81.8718742764,20.588567298,1.6840348653,2.0
74.3094904757,84.9815090945,24.2819268644,89.0623766411,2.0
74.4590582109,86.0348556981,25.4029235114,72.1555136879,2.0
75.5359587794,88.1191905147,25.5475872713,65.5635044596,2.0
75.3583830235,85.9092418066,19.5165643944,88.1102676843,2.0
83.8443417781,81.7964280989,30.8151052031,86.3660303438,2.0
40.0624265438,71.0597613335,42.5970248278,78.7652355074,3.0
76.8307187859,79.3844259365,26.6097671093,99.651153501,2.0
49.6114405182,98.1198124404,50.5053907261,93.0690244301,1.0
78.6061519384,84.8291339465,22.3719377198,24.7202983273,2.0
37.9626879634,81.6695126127,12.2101508377,79.6504450386,3.0
34.6311548203,35.9476752866,32.8709758355,73.7611281316,3.0
39.3938160316,101.179845475,47.1040628348,94.1250557925,1.0
59.5244571371,100.968630971,49.9057413656,91.6693817822,1.0
56.7601363425,101.663681905,47.8212525138,98.5756277515,1.0
73.7610751816,100.129884101,47.413557315,96.454385946,1.0
24.9075114136,97.9253522462,48.1823857631,96.6205897099,1.0
33.7285484297,26.1821543517,42.0451530801,76.5442430302,3.0
92.0941550834,54.2289063906,90.6336707737,27.2883502031,-1.0
75.7878787007,82.7481242573,26.1297802433,25.1710630548,2.0
67.9038001703,82.667546403,22.8194853311,73.2511328708,2.0
36.3479025991,22.9018119235,30.8529326858,79.9267191966,3.0
71.4487970694,95.4645319593,51.4019265536,95.0352818849,1.0
36.4571524192,102.13495373,45.2959675956,89.6793389287,1.0
78.9780949552,81.9518540032,35.241603175,89.0274708593,2.0
34.5578513394,23.7017401495,55.0684122891,78.5001576039,3.0
73.2579825856,84.4782336074,25.5405705799,50.7153809843,2.0
45.7445477476,101.109989221,54.1000533809,87.5892633564,1.0
11.6584505507,99.4566658303,44.6268531455,93.4737159346,1.0
80.1999431701,84.5645729714,23.9872485382,53.7959466058,2.0
86.7996440253,104.484502383,47.0084240938,88.5412241289,1.0
36.9481580592,69.1842687342,78.4930279146,75.4574372849,3.0
34.9119999867,85.7054914311,55.0491098642,77.9982439607,3.0
70.6830684381,86.5955667961,25.9206327246,43.7218560651,2.0
79.3378192021,81.1999739963,25.2488071926,40.7480015478,2.0
77.0500203586,103.036378858,48.78644319,90.7811112644,1.0
73.8550158195,88.4586292563,24.1957668908,88.0123231855,2.0
63.275230863,100.822006709,49.9514916212,89.6002581888,1.0
34.7927801419,57.7518512276,7.75804400288,77.632366814,3.0
36.5090032662,56.7213471311,17.8693698513,75.9482587677,3.0
35.1304748347,14.0529412941,23.9322276221,74.6121383596,3.0
34.1806688934,1.10276683585,9.55003095102,76.1232206899,3.0
35.0545924325,18.5552520613,82.3065409359,75.637811486,3.0
18.6320289928,100.106398673,48.7757764248,93.6765228158,1.0
72.6690012578,88.7289337863,21.5374475799,28.6689542215,2.0
86.1374186636,97.824726996,42.6662712982,95.7447048928,1.0
69.1579397727,79.5890675303,28.2160747278,75.8225993352,2.0
36.6672722794,72.3558173725,47.5622859211,74.8121864179,3.0
6.40509673024,98.2572544704,44.8788894728,93.7232540519,1.0
74.6209672157,87.3030464057,24.0184396728,78.8191891308,2.0
36.5045052435,5.60348989053,80.8968626343,74.1260358761,3.0
47.9170195499,92.7080336591,45.8036649016,94.2950760107,1.0
39.6074796213,67.9076907073,88.1862223652,81.1525942198,3.0
62.166422547,97.7028607264,45.6597390783,94.0033601888,1.0
36.8805182219,66.3481592202,81.2791877303,75.2249430774,3.0
74.0436155769,85.2307350818,20.9137888056,70.62631482,2.0
34.3602836348,91.0136506511,19.04924897,75.369359985,3.0
74.7609041276,101.50511387,50.8570008832,95.6455662356,1.0
41.6220899379,43.5564743302,51.8359947509,79.3218812755,3.0
63.0736998498,103.370182837,48.9288159109,94.9641091773,1.0
83.1424904547,101.155437401,51.7673432228,92.5733311485,1.0
57.095105355,101.80393882,47.4986570997,93.657436569,1.0
91.4504760971,102.508494768,47.9189991248,94.8006744793,1.0
36.7241485526,87.1879020644,63.1843066038,72.5656614434,3.0
38.3171024621,12.58817687,38.3267698983,76.2535429887,3.0
38.9240559169,98.1473987536,4.2415579973,78.421134,3.0
8.03053892675,41.0354237262,32.0286137493,29.3580008956,-1.0
72.5114486346,100.113210071,49.3178511128,93.2295839016,1.0
69.0030583985,92.8798789301,47.5143177588,94.3775719127,1.0
72.3585067181,95.6255023771,23.7881758884,46.8046502939,2.0
76.4715988492,77.701263112,24.7164149808,35.6408472113,2.0
41.1422335233,60.1957931996,95.2779895391,77.9701914889,3.0
38.5833383294,16.2757324779,89.8379737878,81.1976544361,3.0
33.0969510162,39.7599304548,8.00592532541,78.5182953258,3.0
67.4918751931,82.9722559418,20.2661441103,52.7826966551,2.0
70.2263606537,85.8671467205,26.6990673021,30.9176152302,2.0
71.3317979043,86.0538497853,26.2791870908,63.4002729266,2.0
24.1045787116,101.00652172,44.2847364816,96.3148442425,1.0
13.3984429805,102.736264484,51.5446504451,95.7584333511,1.0
78.4673865758,84.2428512385,29.0938633068,64.5987778183,2.0
20.0698291588,95.8687521501,49.2657759179,97.2778633447,1.0
74.2658423227,85.3318767548,29.7573981706,52.2738054912,2.0
78.4439601979,85.3065615142,28.658489127,34.8537034807,2.0
72.0717513266,87.0775851957,18.6224151027,49.1077561339,2.0
71.3170250504,84.3520557395,29.6166248621,65.130999151,2.0
18.0034596145,94.6441720941,48.0233454513,92.3901789675,1.0
35.8085478862,96.8500892197,45.8828791648,97.1814585169,1.0
75.4742006826,88.741566029,24.087075882,81.4548550717,2.0
76.446024711,96.6128261198,50.6736789553,94.2145053056,1.0
70.3323895215,88.5347690455,24.3034909578,54.2764826967,2.0
36.3627162625,87.8452045728,14.970963749,76.5583886206,3.0
90.902753144,95.451828608,44.8522699049,94.4956645376,1.0
39.8013050407,68.4883868046,32.2793701748,75.6214706089,3.0
74.1437863965,99.9665515399,45.6611502774,92.6688479936,1.0
33.2406917894,64.8322836463,77.4394544597,80.1166157361,3.0
69.4281835228,11.4562490411,71.840284426,0.545685901355,-1.0
77.5513390444,90.3577139055,23.561093846,85.6430392832,2.0
25.6952416762,102.037697479,49.530036622,91.6418771139,1.0
70.1413773263,82.9816240533,21.0434084843,30.0632265776,2.0
72.575552771,96.0280878871,45.986273735,90.6112067114,1.0
98.8091316652,101.560948183,55.1572938722,100.419282795,1.0
75.0424325635,90.130210513,24.5985439561,17.6229387676,2.0
70.3641493779,84.2746340485,28.4223936669,92.0015158577,2.0
79.5742058066,90.4969533598,45.5629272092,95.6084817719,1.0
39.9215047675,35.4026667766,68.2257077132,78.8575946785,3.0
74.5581197495,103.093753449,45.5278973646,96.7757873928,1.0
42.1189061973,49.9097743856,58.4968460449,76.6893124096,3.0
98.1995924581,104.25450396,44.9476121592,93.4369598789,1.0
10.6920556363,97.6933527039,47.622465267,94.4099114769,1.0
17.023091235,95.0032027509,54.1144764349,96.0821396162,1.0
74.0689327446,81.1785856955,25.8058549165,29.0030169444,2.0
56.5966681441,99.8272332563,49.9358560733,98.2471817969,1.0
74.9176474552,78.9242089852,23.4143475763,46.009986503,2.0
41.5043773692,43.344010805,74.9612771397,75.7284249912,3.0
75.1560818195,92.5354769385,24.2432535228,64.1505613727,2.0
59.1909357513,100.886233792,45.455343813,96.7422119534,1.0
90.851342645,95.2597103307,52.3259453876,92.2073848433,1.0
68.7854618933,78.1957382239,23.0469549841,78.4991251463,2.0
73.5487306829,86.2016399801,19.9907485307,20.0408319342,2.0
72.3135625123,78.1932030223,25.826328726,93.4482681274,2.0
40.7374053549,99.3994180461,31.6057985977,78.3893252711,3.0
30.5079639193,67.9704226424,86.3710295339,62.6287783458,-1.0
