@relation SubspaceTopologicalStream

@attribute X1 numeric
@attribute X2 numeric
@attribute X3 numeric
@attribute X4 numeric
@attribute class {0,1,2,3}

@data
40.086884,13.291516,26.738857,17.052939,2
35.89901,6.765032,9.284471,30.701446,3
36.110942,18.748482,75.114993,28.606304,3
37.570317,85.881307,38.761959,100.632705,0
44.755198,86.57607,49.628907,101.019918,0
68.37999,85.902776,88.953094,99.908724,0
82.22242,34.728013,93.876363,56.362966,1
55.650537,58.357239,92.260407,56.808825,1
85.310197,85.831083,64.861706,98.708509,0
42.564309,20.630629,19.846359,15.597223,2
42.979076,86.72751,61.198277,15.55576,2
13.234204,54.527328,94.517718,56.943795,1
36.292745,18.894468,3.399397,28.371782,3
25.257952,43.892267,93.621896,58.168586,1
46.433775,80.391893,90.622085,56.50191,1
27.082181,39.081132,90.935439,54.615892,1
74.526505,27.238285,94.628893,56.734346,1
40.060879,88.680431,95.709293,16.775905,2
41.362275,4.385816,45.084364,19.129247,2
21.052444,9.401373,94.458228,55.958586,1
41.39386,63.038879,90.706812,57.224909,1
35.876038,74.62737,65.735825,30.228429,3
28.779901,89.159664,93.857165,101.01487,0
40.968777,73.697715,93.31043,15.532887,2
40.014631,97.689934,88.449764,17.413756,2
53.726898,24.013305,94.139107,55.986408,1
39.47218,84.877609,1.616166,28.512169,3
40.878251,8.594537,90.759225,57.549195,1
43.587658,75.584822,8.709242,16.777079,2
55.23307,85.960361,18.234368,99.797866,0
39.489376,3.098224,1.42418,30.475154,3
96.191033,89.684001,52.081787,100.064134,0
24.250972,15.492902,90.746271,56.95534,1
42.995888,2.941247,32.627634,15.6908,2
41.437001,63.999456,91.233393,54.402544,1
35.810116,24.155973,24.196552,31.46181,3
41.680085,70.073511,37.295872,15.383484,2
43.084933,86.576274,28.355308,18.73345,2
43.678308,35.950698,45.420793,16.897228,2
41.531334,89.603389,33.620281,101.073521,0
49.525742,15.74228,91.956706,58.307932,1
14.324056,87.28445,43.183921,97.191641,0
37.170055,87.831583,51.318818,28.48829,3
42.991044,80.562361,14.830745,15.838151,2
40.034992,82.022283,19.407644,17.994877,2
97.533889,89.586569,6.055385,97.963978,0
43.231282,89.711056,68.907579,98.075054,0
43.377702,23.284452,88.410045,16.202588,2
88.14668,67.391574,92.519065,56.991567,1
40.151413,26.962712,25.2451,17.686039,2
30.650181,85.96272,16.502831,98.205264,0
43.75713,11.384141,68.045287,17.471202,2
75.811946,62.935812,91.186656,57.549333,1
68.331651,85.761507,97.079361,101.059598,0
11.011073,87.121753,38.328378,97.241097,0
95.384444,88.808222,6.250883,97.278311,0
39.95712,65.723704,86.672778,17.442665,2
38.906911,83.786048,20.739236,28.450777,3
41.897702,19.725654,70.081162,19.056919,2
39.636486,51.509466,63.756832,31.0595,3
39.49656,41.251185,53.694375,29.549252,3
43.349925,87.808497,53.797244,18.189144,2
22.554404,86.676425,84.799958,97.365355,0
52.641375,22.363432,94.297315,58.243428,1
94.92826,89.578916,72.857283,98.194267,0
38.966094,69.886739,60.528394,28.569033,3
39.298108,34.122073,18.631107,32.321593,3
35.761363,71.379297,97.833917,32.13003,3
35.742593,67.34316,5.724955,31.406906,3
41.313556,83.887533,6.741329,15.461536,2
81.461953,3.897806,92.333251,54.712112,1
94.131415,60.313885,91.825167,55.975128,1
42.927328,61.403466,17.46326,15.589735,2
42.468392,54.873659,7.44449,15.406909,2
35.81797,53.17697,70.03364,31.474505,3
39.617131,1.260832,92.815878,30.991819,3
35.834358,18.799423,87.273821,29.302343,3
14.969645,85.850012,92.767215,99.323329,0
39.169673,92.896038,67.725998,28.511314,3
31.9613,85.858471,94.839527,97.872218,0
28.66417,4.013372,93.936526,55.699294,1
41.901837,12.050076,13.194555,15.370041,2
39.504023,23.370296,46.069581,29.031262,3
42.406255,55.872405,23.144695,19.03082,2
40.116896,37.751556,75.780241,16.894428,2
42.060153,80.126592,47.68093,15.451413,2
92.700281,87.063087,4.679724,97.386719,0
39.270459,6.941529,38.806477,28.410311,3
43.553497,61.88447,80.442351,16.495173,2
19.306039,9.269874,92.630488,56.765313,1
3.197944,44.230198,90.70208,58.389605,1
38.998086,99.077872,9.857337,28.419834,3
23.466832,29.280936,90.91038,58.299149,1
59.910073,89.599462,37.229771,100.902716,0
77.948378,89.659069,77.343374,97.87201,0
39.584065,99.02261,81.859126,32.247463,3
23.276548,85.970546,84.840206,101.10039,0
41.606386,59.793692,14.907023,15.412147,2
43.427582,21.519467,26.096563,16.224199,2
89.52909,81.676955,94.592541,55.517758,1
40.081009,19.49703,30.144092,16.498645,2
43.2715,8.882098,85.799452,18.593829,2
38.672289,95.064935,19.139522,28.516642,3
16.799216,59.627096,90.661979,55.738711,1
42.653143,80.38573,50.557169,15.64384,2
43.510473,12.55978,33.178494,18.027855,2
45.513553,85.775047,74.171477,97.815973,0
38.764823,69.136786,34.758967,28.382038,3
42.735303,26.501718,45.246125,15.641941,2
39.570713,86.667512,20.533781,31.28109,3
39.692238,8.927827,52.867603,30.400175,3
35.934188,69.039201,67.018458,32.110573,3
43.523719,84.182291,2.017583,17.960133,2
42.308613,65.981746,63.410581,19.143523,2
37.069288,77.491137,69.00243,32.253593,3
39.297305,43.421284,88.057544,32.144124,3
40.073205,96.246227,46.762393,17.405837,2
17.212232,85.988341,77.342908,99.351854,0
39.933748,57.963487,23.336551,17.356807,2
40.296969,56.488569,87.448677,18.44684,2
32.560835,89.634722,18.388251,98.851455,0
91.737723,55.794051,91.244517,58.216126,1
41.608522,89.604787,15.589179,98.575157,0
43.725821,83.026043,84.277634,17.13575,2
40.192951,77.305966,69.360994,18.186131,2
35.838019,93.490869,88.75175,28.436742,3
64.754958,86.067159,85.995784,97.388952,0
51.265391,52.797822,94.190017,58.312726,1
42.847808,49.649839,83.43306,18.693148,2
42.690683,46.843119,12.335776,18.945992,2
22.908189,56.173038,94.3678,54.993962,1
80.178617,54.814491,94.243422,58.298593,1
73.037336,80.598021,93.201148,55.328333,1
43.52236,49.432291,82.818677,16.326452,2
5.020985,47.158283,93.64,56.177524,1
35.936886,64.877954,56.873661,30.971117,3
89.941898,89.031075,76.279079,97.372413,0
42.485318,5.407418,49.274257,19.085707,2
39.637437,89.837205,77.900668,28.489672,3
39.498861,28.229992,21.272684,31.368947,3
27.109104,88.746249,52.742998,101.090606,0
37.550166,60.191427,68.755258,28.451134,3
64.600945,79.553332,94.476858,56.96691,1
9.256201,39.335001,90.735333,56.668485,1
40.650172,79.95271,52.473927,18.495044,2
39.982314,85.114502,90.828605,58.01658,1
39.629626,64.484549,5.272124,32.229362,3
42.93036,71.438859,90.703453,57.858239,1
39.647518,27.240604,20.785659,29.290956,3
43.295692,2.473438,43.316981,18.283449,2
61.615602,89.602045,64.011645,98.069229,0
4.435354,19.95574,90.845824,57.764295,1
95.690855,87.332582,93.451066,97.331332,0
43.77009,8.342009,52.626388,17.031534,2
91.475129,29.758546,92.280905,58.32396,1
36.71337,78.709361,91.545858,28.549656,3
35.85108,64.052745,45.879919,31.399022,3
35.937854,49.950992,81.586803,29.095604,3
57.121315,85.788525,93.961672,100.950631,0
36.37193,17.085995,73.446908,28.463481,3
39.547927,57.008769,85.131546,31.961384,3
98.562421,88.999913,10.463248,101.152165,0
35.858199,24.014941,77.400174,30.52036,3
95.911237,48.435944,91.06979,57.356077,1
41.077219,69.759917,7.459052,18.900171,2
43.650566,5.047368,31.737323,16.936678,2
35.936697,83.226034,66.373532,31.488661,3
41.678344,71.016031,65.617775,15.321418,2
35.892495,54.657778,22.193027,30.512039,3
42.057529,48.22112,93.608163,15.347703,2
37.74764,31.40196,19.609628,28.40157,3
41.795422,28.623055,86.70954,18.982762,2
39.563663,38.924292,50.147791,30.359058,3
73.770999,89.204167,54.890705,97.350141,0
49.585984,92.057852,94.434605,55.75286,1
36.28897,17.084821,40.726968,32.251759,3
59.685928,37.381484,91.544419,56.864611,1
97.453731,89.728999,95.445462,99.390218,0
12.776145,89.682858,33.484267,98.495645,0
39.564753,43.676946,95.530942,31.967386,3
35.963859,75.080546,5.188628,29.62758,3
42.165264,97.565133,2.248931,19.010686,2
35.820925,14.303027,56.509713,30.786353,3
64.952721,85.821249,92.775048,99.4238,0
39.636509,48.685721,87.629209,32.069222,3
41.809119,42.955321,45.278824,15.303539,2
35.740733,54.76344,41.369392,32.032944,3
39.568537,15.044161,65.596458,31.123052,3
16.57697,88.644192,65.322547,101.048967,0
93.82307,88.370928,67.155257,100.966849,0
38.825491,47.304185,83.687516,32.18334,3
89.434686,85.999501,12.717249,101.0634,0
35.882222,95.944201,35.511934,32.172251,3
38.122591,48.860944,19.650016,32.259158,3
40.161649,45.988054,11.815726,16.509134,2
41.178674,65.318208,83.346577,18.990835,2
39.522652,36.989511,88.94168,29.9583,3
23.341776,85.984116,87.291674,100.67279,0
30.017105,83.226793,94.166139,56.445995,1
39.999052,53.087382,6.159562,17.543358,2
41.450412,12.51884,36.243032,19.132851,2
88.659832,82.921435,93.491281,58.338533,1
42.204569,31.459695,70.240459,15.392131,2
2.30122,85.826973,36.079214,97.95291,0
12.03754,3.125275,92.530574,56.513859,1
16.110333,89.615634,66.783278,100.553796,0
23.429721,59.431772,90.830414,55.030666,1
8.997937,67.17164,94.192139,58.308845,1
85.355565,88.926606,28.547577,100.957827,0
39.488636,62.668905,73.845922,30.700254,3
26.746313,85.80512,83.733467,99.25533,0
43.619649,26.152625,19.269867,16.800782,2
73.258341,85.952993,72.41594,99.676538,0
19.583826,89.758653,18.891821,97.929034,0
29.883601,89.703921,27.356432,101.16949,0
39.924346,75.634982,58.751437,17.324226,2
42.058863,92.214259,23.767219,15.255903,2
40.691916,48.163709,75.554985,18.658132,2
43.251537,82.312748,53.068589,16.032205,2
70.991851,11.263767,91.318708,58.26725,1
60.183268,7.952835,92.970507,58.206433,1
68.408906,86.249815,59.710946,101.174482,0
43.536965,85.921597,41.683093,100.961763,0
39.061945,87.301507,63.504655,101.078519,0
67.303784,88.181928,56.087208,97.411795,0
40.117921,5.94807,27.114133,17.007033,2
39.566688,41.343093,37.747231,28.727958,3
39.498289,24.450053,59.966065,30.290769,3
12.533632,4.423269,94.476998,56.594833,1
40.326229,43.775909,48.544095,18.199096,2
2.555466,66.080899,90.70298,56.806414,1
58.182857,85.983486,61.929751,97.261411,0
41.915839,82.788413,50.83083,18.98156,2
22.06925,86.578453,65.410186,101.16043,0
94.642599,87.555663,70.032339,100.969029,0
32.830226,46.512611,90.723936,57.491746,1
43.676641,58.966588,26.89979,16.391749,2
40.920684,79.626692,4.844356,18.985389,2
38.130195,42.745975,27.430871,32.229374,3
35.770767,87.635412,3.458095,30.426361,3
36.872134,87.376274,94.16165,54.447476,1
45.646842,85.859316,71.656502,101.052082,0
31.081374,87.537697,99.757813,101.192961,0
11.439097,88.979535,39.717522,97.400866,0
42.506586,76.252194,38.740367,15.339046,2
78.130692,85.996691,47.638821,99.606029,0
43.823639,36.633438,62.037472,17.296066,2
35.900426,35.910927,71.901222,29.098423,3
40.069268,17.35058,77.932307,17.196706,2
84.95091,12.860257,91.728249,57.419492,1
88.406795,89.505924,30.478985,97.213678,0
38.099252,11.068697,4.854343,28.46392,3
69.183177,89.700459,26.501194,99.037395,0
40.16714,45.103724,17.424261,16.517214,2
39.462746,60.438787,15.4795,32.281833,3
37.20263,41.588147,21.556799,32.322269,3
43.669148,87.773904,6.102638,17.381069,2
36.751069,77.158183,89.712056,32.204666,3
40.04212,17.640508,26.729062,17.726948,2
43.419865,31.723421,99.660852,16.344887,2
36.571185,86.245194,16.049755,100.959268,0
43.173899,88.385462,57.551307,18.463294,2
35.734337,17.626009,14.39507,32.328757,3
26.289622,48.30282,94.491836,56.137597,1
46.883018,74.260293,93.469846,57.22051,1
42.357363,1.073527,52.781714,19.04292,2
39.677925,51.527448,21.799603,29.868801,3
5.761385,67.297057,93.680191,54.617355,1
2.984625,20.838457,94.345499,55.159615,1
61.061722,72.380849,93.254637,57.631798,1
36.403308,64.615717,85.0991,32.118937,3
98.071149,73.482067,90.704326,57.763593,1
61.715762,64.405927,91.684224,55.906494,1
93.189655,85.997781,45.910766,97.536469,0
36.669141,66.810978,79.432741,28.574708,3
23.348853,87.856673,72.774748,101.024572,0
35.930791,87.730474,50.118799,31.615425,3
41.827092,78.990156,69.870086,19.146274,2
94.897385,62.230945,92.725121,56.560313,1
38.965045,42.897648,35.691045,32.130288,3
39.700059,33.455898,85.356877,28.47782,3
35.876936,5.930065,56.117091,29.575883,3
5.497015,85.370205,92.109083,57.859656,1
39.491369,15.85933,45.907631,31.963334,3
37.162122,40.914833,68.906579,32.18856,3
61.678576,8.187756,91.784193,55.233227,1
40.532454,87.603194,39.236007,101.146328,0
36.299997,77.100448,67.998652,28.5814,3
79.424266,30.352777,93.914477,54.498329,1
39.654782,85.521071,47.061027,32.331784,3
68.064363,97.340909,93.230879,54.52887,1
39.719359,55.056055,71.404828,31.480951,3
34.461113,74.51531,92.351406,54.396691,1
40.736951,14.016203,94.568121,18.70519,2
40.143066,19.676356,44.934332,17.838185,2
51.258356,60.906096,91.640848,54.535948,1
40.616188,48.160693,87.722741,15.736017,2
12.640446,71.836979,90.621371,55.936358,1
82.285717,85.984911,59.439752,98.419944,0
35.935724,48.567324,62.650157,28.887726,3
43.045222,40.021897,53.87029,18.710203,2
81.67624,86.367309,89.890878,97.340123,0
19.721272,61.554478,94.438247,58.325182,1
36.840972,41.519135,61.188333,32.166049,3
37.142997,35.780449,98.687839,32.314497,3
35.898041,14.294327,49.981668,30.576337,3
30.837231,86.289011,25.745969,97.316138,0
39.490243,11.395319,98.044702,32.189681,3
39.583479,57.83625,65.456563,29.060467,3
18.621497,86.761704,66.791962,100.988413,0
43.656193,65.954904,10.866169,17.125516,2
54.343435,23.330271,90.829492,57.440521,1
40.184495,69.443803,21.399035,16.540892,2
95.88383,85.960303,46.850845,100.957665,0
22.575393,88.779743,51.929227,97.355903,0
50.349018,46.799789,94.481461,55.161559,1
61.808554,88.172875,39.611651,97.257763,0
71.464521,60.849541,92.423825,56.724762,1
42.916193,46.68771,60.713232,15.547432,2
6.349532,66.269948,90.673443,56.936224,1
56.732038,89.750999,4.584114,100.371876,0
37.327196,17.413929,99.768117,28.461506,3
40.145,86.097919,6.496536,16.212416,2
8.13066,89.132528,13.258041,101.06385,0
42.815343,49.793668,96.267155,18.984462,2
39.970345,80.228978,20.63122,17.227107,2
41.383737,51.022949,34.495401,15.316736,2
40.733718,75.832001,35.12879,15.648544,2
37.791336,25.115499,49.497154,32.274584,3
35.807157,93.062509,37.164615,29.806785,3
38.907816,32.296197,96.427493,28.531964,3
41.466301,43.983555,35.011001,15.334027,2
39.48676,50.710555,46.11086,32.240624,3
43.559099,48.450663,28.891856,17.935778,2
56.566876,85.891844,85.821058,98.269977,0
28.329445,87.1982,44.078208,97.423819,0
39.883251,79.891617,54.315784,17.308612,2
43.701531,79.384258,5.202523,17.009837,2
87.47122,85.936277,21.793361,98.758268,0
29.183286,41.916563,93.308393,58.360035,1
88.264404,89.567679,49.4522,99.233137,0
38.423221,45.551264,29.121384,32.277451,3
36.716722,96.3509,42.96445,32.218807,3
49.685695,89.775278,88.300209,100.807315,0
42.173069,66.4637,13.104417,15.34111,2
41.705274,32.224817,31.517244,15.342709,2
42.037287,58.176436,39.433374,15.433013,2
42.961543,81.951549,62.866232,18.673769,2
35.778413,55.343525,69.709807,31.15793,3
41.15722,49.758632,9.31176,15.595387,2
4.980431,87.268032,58.074846,101.124094,0
38.874982,18.770615,86.923798,32.161105,3
41.051083,92.978808,32.178052,15.62167,2
39.523339,3.123938,26.27773,29.291946,3
27.836809,54.0657,91.669861,58.357488,1
39.29212,80.861677,57.424771,28.508269,3
38.93402,33.396883,21.472986,32.111792,3
91.369931,85.862251,8.790021,97.708151,0
13.061372,94.134259,91.851172,57.676176,1
82.806167,28.783678,92.906064,58.395604,1
20.000062,15.236069,91.033215,56.297342,1
43.513819,35.443242,78.822531,16.57594,2
43.094495,96.242441,46.587696,15.926695,2
7.320136,85.935826,11.241593,99.979712,0
66.39892,9.950027,90.828111,54.64532,1
65.290149,75.961493,90.830012,56.136254,1
36.569674,85.972058,76.112463,99.572354,0
35.949822,21.799054,34.508168,29.789797,3
9.93536,87.061772,29.403152,101.191239,0
68.207253,82.470427,90.627075,56.95083,1
42.048162,82.677731,41.621189,15.41779,2
42.963724,58.394167,6.837644,18.79302,2
40.112134,19.773173,18.62685,18.143099,2
43.444287,34.312151,62.505307,16.314031,2
98.099154,86.543455,41.781768,97.223836,0
81.694064,99.466163,93.389515,58.39864,1
43.555425,8.289576,70.663215,18.002947,2
13.427945,88.656664,52.201482,97.208386,0
37.849863,21.777014,92.705293,54.418744,1
39.461069,91.716082,55.398746,28.569319,3
90.433484,86.325103,36.981535,97.368288,0
39.305318,65.414062,93.584481,32.304716,3
80.823349,87.109949,93.122129,101.139922,0
35.780794,51.094667,70.67911,32.250125,3
64.734165,86.222919,29.182731,100.966858,0
95.618824,37.801722,90.710287,58.294532,1
27.484645,64.13384,93.097433,54.423363,1
75.614422,89.747497,49.592843,100.970223,0
38.05917,86.59425,64.187194,101.009288,0
38.254501,76.744735,7.159574,32.336744,3
43.738126,54.407442,34.724453,16.703107,2
50.817524,85.941346,90.775187,57.788905,1
74.669957,32.609751,94.481951,56.433659,1
54.85614,38.358907,91.606169,57.717857,1
43.827269,45.604184,5.555972,17.322542,2
40.948009,96.807791,17.146845,18.929768,2
38.426032,89.682435,13.920836,98.748591,0
41.989555,74.067174,4.687869,19.151089,2
39.026173,74.340673,13.391279,28.473754,3
42.165508,39.807748,23.733265,15.458316,2
56.748203,86.158748,92.002882,54.636227,1
38.199892,84.011345,13.099945,28.411661,3
13.485595,67.462614,92.633411,55.012289,1
69.305157,86.85286,27.682589,97.383665,0
71.091138,89.711332,61.223398,98.792444,0
22.497748,98.408477,92.250451,54.762622,1
38.372697,56.710822,53.472035,32.333049,3
35.825597,72.701857,19.079976,32.084001,3
70.337606,40.867081,90.882136,58.328074,1
34.05577,33.115409,90.997498,54.436012,1
38.858487,88.795638,87.648292,97.423166,0
40.364796,35.615095,58.224106,15.982197,2
6.480999,85.987943,63.961437,99.898889,0
42.175723,67.287151,48.931747,19.157666,2
35.963403,71.021278,63.957486,29.822902,3
35.944763,76.753632,10.078132,31.066911,3
21.434551,88.586756,65.910113,101.194704,0
15.158673,91.369595,90.67238,56.170863,1
35.744391,58.998961,6.049818,28.463041,3
35.951357,25.947505,5.486979,31.333656,3
35.762116,69.522971,62.637251,30.466944,3
40.597994,80.863616,98.678944,18.59808,2
43.364126,10.976483,96.138853,18.207612,2
74.435966,85.936433,86.692106,99.46014,0
56.421212,85.764275,32.537471,99.94067,0
40.064278,39.481241,54.199676,16.366427,2
75.290965,20.449753,94.558246,54.74824,1
39.060094,37.17627,45.627477,28.595112,3
39.093611,98.006077,38.374978,32.12533,3
59.628085,29.821633,90.697612,56.387468,1
11.751362,82.698322,90.802201,58.273577,1
41.131731,80.070793,98.849917,15.460535,2
35.914113,58.91999,78.957447,31.450364,3
43.603216,85.969094,62.005953,101.007938,0
52.575949,86.027952,23.470146,97.221487,0
41.293205,30.385005,49.10584,19.120899,2
67.156901,78.728124,91.890941,58.24407,1
98.979075,87.36618,2.000777,97.369865,0
39.949481,28.205041,90.752932,55.023693,1
80.489757,87.628065,83.290261,97.421211,0
43.651932,76.727787,48.946786,17.187241,2
41.39783,29.870928,60.726129,15.506654,2
25.989393,89.186811,56.984056,97.391838,0
39.8698,12.433052,57.585599,17.227065,2
43.274883,86.365308,14.801758,18.638312,2
35.967418,83.760328,5.284261,28.516628,3
37.496938,89.685202,57.647538,98.855976,0
3.646115,53.395312,90.770818,54.623481,1
27.254623,86.458667,85.354015,97.251931,0
67.022963,47.670695,91.444371,54.503707,1
43.445395,61.759239,34.741267,18.017833,2
94.438428,85.999015,63.017947,99.926479,0
48.891794,58.534397,91.052456,55.631417,1
39.311152,89.572098,39.06395,98.01727,0
36.935653,81.022181,94.394077,57.535618,1
91.176727,45.651458,94.473698,55.386366,1
37.263982,62.140899,58.855541,32.229254,3
25.428144,85.779492,36.604993,99.864591,0
14.619942,88.207413,17.39061,101.129581,0
40.487935,31.233539,30.496214,16.088514,2
43.618055,36.324611,3.594363,17.862839,2
90.57404,95.052147,90.851946,57.037059,1
25.148709,82.779037,91.561327,54.700848,1
18.770843,87.419875,57.485146,101.083266,0
35.783175,8.946138,74.658362,32.09643,3
42.230021,19.74713,78.242998,19.015678,2
96.810208,87.597557,10.128242,97.349856,0
39.654195,94.241477,62.893525,29.744211,3
41.283402,14.817318,49.576557,18.923194,2
40.070457,14.388393,57.310549,18.06259,2
37.012873,29.160615,75.096422,28.505869,3
43.816754,66.480338,47.049032,16.781745,2
39.056973,37.062747,46.864734,28.605875,3
13.802133,87.398039,7.511966,97.27275,0
21.589841,43.246909,94.519467,57.162724,1
43.853843,86.461767,22.603831,97.246609,0
35.93723,56.080212,47.720973,30.114964,3
43.639185,30.628591,97.255971,18.155465,2
93.545512,98.087781,94.44705,58.179545,1
48.727321,43.04832,93.934671,54.467031,1
27.174946,85.928955,61.183672,98.958237,0
41.199319,40.399103,7.061255,15.378341,2
36.178635,95.326705,56.026802,32.247057,3
68.188065,99.610448,93.316196,54.42249,1
45.648634,85.979333,99.599441,98.208197,0
41.539175,20.654342,29.530722,19.024964,2
35.741821,67.464421,41.151482,32.276299,3
43.065051,91.006788,47.220799,15.850921,2
42.381858,48.164326,4.749943,15.474042,2
43.285133,13.477295,99.171276,18.306499,2
39.622223,91.143269,95.279938,31.707711,3
99.065807,87.369602,58.133027,97.254133,0
41.487936,75.130454,80.406125,19.128986,2
36.038914,77.921245,94.088817,32.12862,3
35.724697,63.200056,6.485901,32.227601,3
60.399752,89.734097,80.454526,99.502291,0
33.176124,89.749394,55.351562,101.160486,0
3.869758,94.990895,94.586052,57.938248,1
43.183504,5.545989,99.295058,18.623917,2
27.653946,87.224667,87.622105,101.149671,0
35.896609,69.26626,88.435742,30.837747,3
26.561522,43.859062,93.42937,56.466966,1
54.186741,1.608788,90.718156,57.633507,1
36.971197,85.810768,89.628663,99.183,0
79.740174,18.945031,91.546099,54.956513,1
64.953785,88.690488,46.858888,101.09467,0
39.703272,1.943253,96.611915,28.86061,3
86.590161,94.701673,94.29942,55.285182,1
68.97683,85.758732,66.276058,100.900535,0
65.181093,63.582138,94.032423,57.361872,1
95.228457,61.773744,90.79685,55.120314,1
35.740536,53.513932,67.385934,29.243963,3
11.272316,85.870312,5.686615,100.843533,0
35.937425,55.637021,56.83968,31.518547,3
58.663435,24.708095,94.137025,57.476742,1
49.241702,86.349225,39.109393,97.345959,0
39.511268,24.621001,61.864926,28.39454,3
40.593159,34.454017,84.815637,18.440565,2
41.55123,6.00891,34.291382,18.97187,2
35.921903,49.913856,83.395608,30.265455,3
35.919536,91.884873,9.729718,32.005066,3
40.011026,86.645185,21.055819,17.770531,2
32.857742,87.972678,66.7364,97.236719,0
43.653454,56.697798,72.32349,16.607086,2
28.241586,62.066385,94.185815,56.834087,1
35.82049,55.818724,46.815931,30.03967,3
2.666779,87.778356,92.468174,57.204982,1
38.825977,91.606269,29.027892,28.55203,3
40.14933,64.58059,28.831984,17.702324,2
37.199833,49.94522,91.337102,55.893928,1
43.298176,71.537993,20.866174,18.500364,2
50.38801,89.713102,38.65223,97.311676,0
37.380754,94.73717,38.468734,32.343811,3
49.124553,72.157092,94.526952,54.857911,1
3.70653,89.726307,35.291982,97.514272,0
42.083727,89.515477,51.863774,19.136138,2
39.715006,77.42766,3.979523,28.838759,3
40.05455,11.942878,60.134622,17.216371,2
40.297755,37.273992,15.875263,18.02472,2
35.80549,21.543617,17.880526,32.170514,3
37.953358,96.122147,53.489106,32.155697,3
24.096424,89.650627,56.684293,98.890881,0
42.09081,87.503302,8.453592,101.019087,0
45.191922,86.480768,42.84854,97.315784,0
39.665193,54.166502,48.104699,29.532032,3
39.207873,74.516974,62.318956,32.323197,3
30.596332,12.738733,94.544842,56.156391,1
41.086485,83.747725,46.722878,15.616403,2
39.858387,86.237225,93.646286,97.42279,0
64.537688,44.841059,94.547317,54.684967,1
40.935035,58.365262,67.311931,18.735895,2
28.036599,62.610702,92.742926,54.391865,1
36.411341,36.777426,83.353573,32.223336,3
36.209934,81.242352,92.303164,57.307456,1
4.171108,40.270327,94.379789,57.041065,1
43.591884,44.916675,29.239662,17.620872,2
73.806791,89.670937,29.542534,97.733584,0
73.460412,88.623033,28.336858,101.154616,0
43.138333,95.942272,52.770557,15.903151,2
42.945833,65.592239,30.415072,15.651199,2
22.178237,86.858436,11.604498,101.14968,0
38.715878,87.017114,40.072933,28.540957,3
17.135551,85.938458,80.747423,99.810098,0
23.159839,89.761292,84.323133,100.484637,0
60.992244,85.973306,40.974913,97.272764,0
78.266413,86.849921,94.419591,55.720091,1
96.473332,89.377811,19.67068,97.374481,0
86.775316,58.400914,93.853558,55.915007,1
39.694396,19.620667,97.785966,30.10866,3
4.621664,88.827799,63.793388,101.076202,0
42.381156,2.655415,22.984499,15.352226,2
39.81837,53.737384,93.369905,58.072526,1
33.256511,19.566691,93.677949,58.196922,1
30.847305,99.440954,94.534024,57.461557,1
42.988241,75.839291,55.95612,18.824696,2
39.554452,69.10795,9.764246,32.013298,3
40.203111,91.657288,37.327012,18.168383,2
67.303107,10.393841,90.925592,56.732409,1
69.010059,21.571687,93.653331,56.703631,1
40.08997,32.773849,42.395525,16.709526,2
93.096238,35.432703,92.807836,58.230415,1
35.854035,57.312062,47.162899,31.2644,3
37.295208,80.205759,76.335371,32.220671,3
40.204621,99.654773,48.302098,17.806919,2
57.210923,83.837412,90.813138,56.894063,1
42.557469,90.797146,72.296492,18.879201,2
62.288457,89.619564,38.786584,100.577858,0
63.05255,89.727791,28.293534,100.28952,0
14.135959,46.713106,91.374684,54.79376,1
36.927538,99.769073,32.700485,32.343802,3
61.449143,92.071631,91.012167,57.63052,1
38.534503,61.661573,8.50257,28.461818,3
59.624479,33.330383,93.839555,54.527953,1
46.899809,4.430396,92.017509,54.436851,1
23.685629,74.334546,94.010774,54.793803,1
43.553357,28.901214,71.782497,16.196456,2
97.354109,88.732231,73.765467,101.101099,0
87.184905,75.848863,91.848812,54.439445,1
5.450337,89.285083,9.284502,97.410279,0
96.435199,79.740004,91.480178,55.569041,1
42.467654,48.431862,23.345708,18.924311,2
24.38228,67.560844,94.615731,56.638063,1
97.195565,30.97822,94.592455,54.960748,1
43.62912,36.838117,66.718055,17.203293,2
77.072409,65.040847,94.400283,56.738479,1
36.735513,70.856756,5.365242,28.465507,3
2.018231,94.458048,93.150847,58.183243,1
41.114925,39.411582,35.578776,18.999081,2
22.980446,94.188288,93.829807,57.875688,1
36.340072,96.110511,85.669085,28.496665,3
22.585119,86.625784,74.937476,97.413853,0
90.718907,86.519108,28.318128,97.345462,0
56.399741,88.711134,17.954519,97.218372,0
14.038848,35.732129,92.776478,58.305561,1
42.14256,44.248159,36.307782,19.159819,2
9.240261,76.991402,93.862069,58.015916,1
43.055192,95.768278,98.53359,15.903414,2
43.55507,33.113954,3.953867,18.298442,2
29.240649,85.894181,42.945827,98.508265,0
35.872235,72.10859,87.622087,28.584182,3
1.660987,74.537287,93.32097,55.815258,1
3.112358,35.517367,91.694798,54.410304,1
84.636939,85.323336,93.051338,54.508942,1
2.138149,87.294624,83.65466,100.988853,0
40.793546,88.34791,57.109036,15.80227,2
35.818255,90.822687,42.315794,32.155942,3
35.800996,54.579651,78.143196,29.9896,3
35.832274,96.78372,31.676663,28.586077,3
43.224173,70.082872,76.445064,15.878347,2
41.336006,17.626608,65.075587,15.42695,2
71.153219,89.572386,18.542386,97.430191,0
53.051792,85.81455,28.971991,99.606352,0
